N,topology,torus,moore,k,memory,influencer_placement,mobility_rate,steps,f_values,A_values,ord_A_values
225,lattice,False,False,4,0,even,0.5,5000,"[0.0, 0.0020408163265306124, 0.004081632653061225, 0.006122448979591837, 0.00816326530612245, 0.010204081632653062, 0.012244897959183675, 0.014285714285714287, 0.0163265306122449, 0.018367346938775512, 0.020408163265306124, 0.022448979591836737, 0.02448979591836735, 0.02653061224489796, 0.028571428571428574, 0.030612244897959186, 0.0326530612244898, 0.03469387755102041, 0.036734693877551024, 0.03877551020408164, 0.04081632653061225, 0.04285714285714286, 0.04489795918367347, 0.04693877551020409, 0.0489795918367347, 0.05102040816326531, 0.05306122448979592, 0.05510204081632654, 0.05714285714285715, 0.05918367346938776, 0.06122448979591837, 0.06326530612244899, 0.0653061224489796, 0.0673469387755102, 0.06938775510204082, 0.07142857142857144, 0.07346938775510205, 0.07551020408163266, 0.07755102040816328, 0.07959183673469389, 0.0816326530612245, 0.0836734693877551, 0.08571428571428572, 0.08775510204081634, 0.08979591836734695, 0.09183673469387756, 0.09387755102040818, 0.09591836734693879, 0.0979591836734694, 0.1]","[0.0, 0.0, 0.7955555555555556, 0.5511111111111111, 0.7377777777777778, 0.8133333333333334, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.7946428571428571, 0.5491071428571429, 0.7354260089686099, 0.8116591928251121, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
225,lattice,False,False,4,5,even,0.0,200,"[0.0, 0.01020408, 0.02040816, 0.03061224, 0.04081633, 0.05102041, 0.06122449, 0.07142857, 0.08163265, 0.09183673, 0.10204082, 0.1122449, 0.12244898, 0.13265306, 0.14285714, 0.15306122, 0.16326531, 0.17346939, 0.18367347, 0.19387755, 0.20408163, 0.21428571, 0.2244898, 0.23469388, 0.24489796, 0.25510204, 0.26530612, 0.2755102, 0.28571429, 0.29591837, 0.30612245, 0.31632653, 0.32653061, 0.33673469, 0.34693878, 0.35714286, 0.36734694, 0.37755102, 0.3877551, 0.39795918, 0.40816327, 0.41836735, 0.42857143, 0.43877551, 0.44897959, 0.45918367, 0.46938776, 0.47959184, 0.48979592, 0.5]","[0.0, 0.00888889, 0.02222222, 0.02666667, 0.03555556, 0.04444444, 0.06222222, 0.07555556, 0.08444444, 0.09333333, 0.10666667, 0.10666667, 0.14666667, 0.13333333, 0.14222222, 0.15111111, 0.16888889, 0.18666667, 0.18222222, 0.19111111, 0.23111111, 0.28, 0.24, 0.26666667, 0.32888889, 0.31111111, 0.34222222, 0.32888889, 0.32888889, 0.36444444, 0.44, 0.34666667, 0.47555556, 0.40888889, 0.56, 0.48888889, 0.55111111, 0.46666667, 0.55555556, 0.66222222, 0.61333333, 0.71555556, 0.77333333, 0.84888889, 0.76, 0.85777778, 0.90666667, 0.93777778, 0.80444444, 0.72]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00952381, 0.00483092, 0.00487805, 0.0049505, 0.0, 0.02538071, 0.00510204, 0.00515464, 0.01546392, 0.01058201, 0.02659574, 0.0212766, 0.01086957, 0.0441989, 0.09497207, 0.05, 0.05172414, 0.11695906, 0.09883721, 0.11904762, 0.09580838, 0.07926829, 0.13855422, 0.2173913, 0.0754717, 0.24358974, 0.125, 0.34, 0.25324675, 0.32666667, 0.18918919, 0.31506849, 0.46099291, 0.38732394, 0.53284672, 0.63309353, 0.7443609, 0.6, 0.75572519, 0.8372093, 0.88709677, 0.65079365, 0.52631579]"
225,lattice,False,False,4,5,even,0.0,1000,"[0.0, 0.01020408163265306, 0.02040816326530612, 0.030612244897959183, 0.04081632653061224, 0.0510204081632653, 0.061224489795918366, 0.07142857142857142, 0.08163265306122448, 0.09183673469387754, 0.1020408163265306, 0.11224489795918366, 0.12244897959183673, 0.13265306122448978, 0.14285714285714285, 0.1530612244897959, 0.16326530612244897, 0.17346938775510204, 0.18367346938775508, 0.19387755102040816, 0.2040816326530612, 0.21428571428571427, 0.22448979591836732, 0.2346938775510204, 0.24489795918367346, 0.25510204081632654, 0.26530612244897955, 0.2755102040816326, 0.2857142857142857, 0.29591836734693877, 0.3061224489795918, 0.31632653061224486, 0.32653061224489793, 0.336734693877551, 0.3469387755102041, 0.3571428571428571, 0.36734693877551017, 0.37755102040816324, 0.3877551020408163, 0.39795918367346933, 0.4081632653061224, 0.4183673469387755, 0.42857142857142855, 0.4387755102040816, 0.44897959183673464, 0.4591836734693877, 0.4693877551020408, 0.47959183673469385, 0.4897959183673469, 0.5]","[0.0, 0.008888888888888889, 0.022222222222222223, 0.03111111111111111, 0.04, 0.044444444444444446, 0.057777777777777775, 0.06666666666666667, 0.08, 0.08444444444444445, 0.09777777777777778, 0.1111111111111111, 0.1288888888888889, 0.13777777777777778, 0.14666666666666667, 0.17333333333333334, 0.16444444444444445, 0.17333333333333334, 0.18666666666666668, 0.2088888888888889, 0.21333333333333335, 0.27111111111111114, 0.22666666666666666, 0.26666666666666666, 0.3511111111111111, 0.3333333333333333, 0.30666666666666664, 0.28, 0.3333333333333333, 0.3688888888888889, 0.37777777777777777, 0.4533333333333333, 0.43555555555555553, 0.4488888888888889, 0.4666666666666667, 0.39111111111111113, 0.5733333333333334, 0.5377777777777778, 0.6444444444444445, 0.6177777777777778, 0.6266666666666667, 0.64, 0.7288888888888889, 0.7377777777777778, 0.7244444444444444, 0.7422222222222222, 0.8311111111111111, 0.7866666666666666, 0.9822222222222222, 0.8666666666666667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004975124378109453, 0.010101010101010102, 0.01020408163265306, 0.02040816326530612, 0.03125, 0.010526315789473684, 0.03125, 0.0213903743315508, 0.02197802197802198, 0.027472527472527472, 0.08379888268156424, 0.027932960893854747, 0.05172413793103448, 0.14619883040935672, 0.12280701754385964, 0.07142857142857142, 0.04142011834319527, 0.10179640718562874, 0.12345679012345678, 0.13580246913580246, 0.21656050955414013, 0.20625, 0.19480519480519481, 0.21052631578947367, 0.12179487179487179, 0.3469387755102041, 0.2925170068027211, 0.4482758620689655, 0.410958904109589, 0.4084507042253521, 0.4172661870503597, 0.5514705882352942, 0.553030303030303, 0.5474452554744526, 0.5703703703703704, 0.7007874015748031, 0.625, 0.9669421487603306, 0.7580645161290323]"
225,lattice,False,False,4,5,even,0.0,5000,"[0.0, 0.01020408, 0.02040816, 0.03061224, 0.04081633, 0.05102041, 0.06122449, 0.07142857, 0.08163265, 0.09183673, 0.10204082, 0.1122449, 0.12244898, 0.13265306, 0.14285714, 0.15306122, 0.16326531, 0.17346939, 0.18367347, 0.19387755, 0.20408163, 0.21428571, 0.2244898, 0.23469388, 0.24489796, 0.25510204, 0.26530612, 0.2755102, 0.28571429, 0.29591837, 0.30612245, 0.31632653, 0.32653061, 0.33673469, 0.34693878, 0.35714286, 0.36734694, 0.37755102, 0.3877551, 0.39795918, 0.40816327, 0.41836735, 0.42857143, 0.43877551, 0.44897959, 0.45918367, 0.46938776, 0.47959184, 0.48979592, 0.5]","[0.0, 0.00888889, 0.01777778, 0.02666667, 0.03555556, 0.04888889, 0.06222222, 0.07555556, 0.07555556, 0.09333333, 0.09777778, 0.09777778, 0.12444444, 0.12888889, 0.14222222, 0.15111111, 0.17777778, 0.18222222, 0.17777778, 0.21333333, 0.22666667, 0.23555556, 0.24, 0.24444444, 0.29777778, 0.28888889, 0.34222222, 0.31555556, 0.34222222, 0.33777778, 0.4, 0.36, 0.40888889, 0.44444444, 0.43555556, 0.56888889, 0.45777778, 0.53777778, 0.63555556, 0.6, 0.76444444, 0.64, 0.67555556, 0.71111111, 0.80444444, 0.78666667, 0.74222222, 0.89333333, 0.88, 0.92444444]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00952381, 0.0, 0.0, 0.0, 0.0, 0.00505051, 0.0, 0.01025641, 0.00520833, 0.02116402, 0.01604278, 0.00537634, 0.03278689, 0.03867403, 0.04444444, 0.02840909, 0.05027933, 0.0867052, 0.05882353, 0.11377246, 0.07228916, 0.09202454, 0.08024691, 0.16149068, 0.12195122, 0.16875, 0.20382166, 0.16447368, 0.36184211, 0.19736842, 0.29251701, 0.44594595, 0.37931034, 0.62142857, 0.40875912, 0.47101449, 0.5323741, 0.66917293, 0.62790698, 0.56390977, 0.8125, 0.78740157, 0.85950413]"
225,lattice,False,False,4,5,even,0.01,200,"[0.0, 0.01020408, 0.02040816, 0.03061224, 0.04081633, 0.05102041, 0.06122449, 0.07142857, 0.08163265, 0.09183673, 0.10204082, 0.1122449, 0.12244898, 0.13265306, 0.14285714, 0.15306122, 0.16326531, 0.17346939, 0.18367347, 0.19387755, 0.20408163, 0.21428571, 0.2244898, 0.23469388, 0.24489796, 0.25510204, 0.26530612, 0.2755102, 0.28571429, 0.29591837, 0.30612245, 0.31632653, 0.32653061, 0.33673469, 0.34693878, 0.35714286, 0.36734694, 0.37755102, 0.3877551, 0.39795918, 0.40816327, 0.41836735, 0.42857143, 0.43877551, 0.44897959, 0.45918367, 0.46938776, 0.47959184, 0.48979592, 0.5]","[0.0, 0.00888889, 0.02222222, 0.03111111, 0.04, 0.04444444, 0.06666667, 0.06666667, 0.09333333, 0.11111111, 0.09333333, 0.13333333, 0.12888889, 0.16888889, 0.15555556, 0.21777778, 0.20444444, 0.27555556, 0.28444444, 0.38222222, 0.35111111, 0.52888889, 0.43555556, 0.55111111, 0.52444444, 0.68888889, 0.54222222, 0.72, 0.66222222, 0.86222222, 0.80444444, 0.86666667, 0.89333333, 0.80444444, 0.88, 0.93777778, 0.92444444, 1.0, 0.90666667, 0.96444444, 0.98222222, 0.95555556, 0.98222222, 1.0, 1.0, 0.98222222, 0.98222222, 1.0, 0.96, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00943396, 0.0, 0.01923077, 0.02439024, 0.00487805, 0.03940887, 0.01507538, 0.04591837, 0.02564103, 0.0880829, 0.05291005, 0.12834225, 0.12972973, 0.24043716, 0.19337017, 0.40449438, 0.27840909, 0.42285714, 0.38857143, 0.58823529, 0.38690476, 0.62048193, 0.53939394, 0.80745342, 0.72327044, 0.8089172, 0.84713376, 0.71974522, 0.82236842, 0.90666667, 0.88513514, 1.0, 0.8590604, 0.94202899, 0.97163121, 0.92592593, 0.97142857, 1.0, 1.0, 0.97014925, 0.97101449, 1.0, 0.928, 1.0]"
225,lattice,False,False,4,5,even,0.01,1000,"[0.0, 0.006122448979591836, 0.012244897959183673, 0.01836734693877551, 0.024489795918367346, 0.030612244897959183, 0.03673469387755102, 0.04285714285714286, 0.04897959183673469, 0.055102040816326525, 0.061224489795918366, 0.0673469387755102, 0.07346938775510203, 0.07959183673469387, 0.08571428571428572, 0.09183673469387754, 0.09795918367346938, 0.10408163265306122, 0.11020408163265305, 0.11632653061224489, 0.12244897959183673, 0.12857142857142856, 0.1346938775510204, 0.14081632653061224, 0.14693877551020407, 0.15306122448979592, 0.15918367346938775, 0.16530612244897958, 0.17142857142857143, 0.17755102040816326, 0.18367346938775508, 0.18979591836734694, 0.19591836734693877, 0.2020408163265306, 0.20816326530612245, 0.21428571428571427, 0.2204081632653061, 0.22653061224489796, 0.23265306122448978, 0.2387755102040816, 0.24489795918367346, 0.2510204081632653, 0.2571428571428571, 0.26326530612244897, 0.2693877551020408, 0.2755102040816326, 0.2816326530612245, 0.28775510204081634, 0.29387755102040813, 0.3]","[0.0, 0.0044444444444444444, 0.008888888888888889, 0.017777777777777778, 0.02666666666666667, 0.03111111111111111, 0.057777777777777775, 0.044444444444444446, 0.05333333333333334, 0.057777777777777775, 0.08888888888888889, 0.09777777777777778, 0.15555555555555556, 0.1511111111111111, 0.16, 0.09777777777777778, 0.1688888888888889, 0.19555555555555557, 0.12, 0.36, 0.3111111111111111, 0.4711111111111111, 0.37333333333333335, 0.4711111111111111, 0.5377777777777778, 0.5022222222222222, 0.7155555555555555, 0.6844444444444444, 0.5422222222222223, 0.6933333333333334, 0.7866666666666666, 0.7022222222222222, 0.6933333333333334, 0.9466666666666667, 0.8666666666666667, 0.7822222222222223, 0.9155555555555556, 0.8888888888888888, 0.9244444444444444, 0.9466666666666667, 0.9244444444444444, 1.0, 0.9377777777777778, 0.9377777777777778, 1.0, 0.9555555555555556, 0.9555555555555556, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02304147465437788, 0.0, 0.004672897196261682, 0.004694835680751174, 0.0330188679245283, 0.03333333333333333, 0.09090909090909091, 0.0861244019138756, 0.0825242718446602, 0.00975609756097561, 0.08780487804878048, 0.10837438423645321, 0.019801980198019802, 0.27638190954773867, 0.21717171717171718, 0.39593908629441626, 0.28426395939086296, 0.3865979381443299, 0.46113989637305697, 0.4166666666666667, 0.6649214659685864, 0.6263157894736842, 0.45789473684210524, 0.6290322580645161, 0.7433155080213903, 0.6397849462365591, 0.6310160427807486, 0.9344262295081968, 0.8324022346368715, 0.7277777777777777, 0.8932584269662921, 0.8595505617977528, 0.9022988505747126, 0.9318181818181818, 0.9017341040462428, 1.0, 0.9190751445086706, 0.9171597633136095, 1.0, 0.9411764705882353, 0.9397590361445783, 1.0, 1.0, 1.0]"
225,lattice,False,False,4,5,even,0.01,5000,"[0.0, 0.0020408163265306124, 0.004081632653061225, 0.006122448979591837, 0.00816326530612245, 0.010204081632653062, 0.012244897959183675, 0.014285714285714287, 0.0163265306122449, 0.018367346938775512, 0.020408163265306124, 0.022448979591836737, 0.02448979591836735, 0.02653061224489796, 0.028571428571428574, 0.030612244897959186, 0.0326530612244898, 0.03469387755102041, 0.036734693877551024, 0.03877551020408164, 0.04081632653061225, 0.04285714285714286, 0.04489795918367347, 0.04693877551020409, 0.0489795918367347, 0.05102040816326531, 0.05306122448979592, 0.05510204081632654, 0.05714285714285715, 0.05918367346938776, 0.06122448979591837, 0.06326530612244899, 0.0653061224489796, 0.0673469387755102, 0.06938775510204082, 0.07142857142857144, 0.07346938775510205, 0.07551020408163266, 0.07755102040816328, 0.07959183673469389, 0.0816326530612245, 0.0836734693877551, 0.08571428571428572, 0.08775510204081634, 0.08979591836734695, 0.09183673469387756, 0.09387755102040818, 0.09591836734693879, 0.0979591836734694, 0.1]","[0.0, 0.0, 0.0044444444444444444, 0.0044444444444444444, 0.008888888888888889, 0.008888888888888889, 0.013333333333333334, 0.013333333333333334, 0.017777777777777778, 0.07111111111111111, 0.02666666666666667, 0.017777777777777778, 0.02666666666666667, 0.02666666666666667, 0.02666666666666667, 0.02666666666666667, 0.02666666666666667, 0.035555555555555556, 0.19111111111111112, 0.14222222222222222, 0.26222222222222225, 0.08, 0.09777777777777778, 0.044444444444444446, 0.14222222222222222, 0.17333333333333334, 0.18222222222222223, 0.21777777777777776, 0.057777777777777775, 0.21777777777777776, 0.49777777777777776, 0.20444444444444446, 0.36444444444444446, 0.18666666666666668, 0.23555555555555555, 0.64, 0.40444444444444444, 0.44, 0.4711111111111111, 0.8133333333333334, 0.8622222222222222, 0.44, 0.5244444444444445, 0.7955555555555556, 0.5688888888888889, 0.7688888888888888, 0.8666666666666667, 0.9244444444444444, 0.8888888888888888, 0.88]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05429864253393665, 0.004545454545454545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16129032258064516, 0.10648148148148148, 0.23148148148148148, 0.037209302325581395, 0.05581395348837209, 0.0, 0.09813084112149532, 0.1308411214953271, 0.13615023474178403, 0.17757009345794392, 0.0, 0.16981132075471697, 0.46445497630331756, 0.15165876777251186, 0.3222748815165877, 0.13270142180094788, 0.17703349282296652, 0.6124401913875598, 0.3588516746411483, 0.39712918660287083, 0.42788461538461536, 0.7980769230769231, 0.8509615384615384, 0.3942307692307692, 0.4830917874396135, 0.775609756097561, 0.526829268292683, 0.7463414634146341, 0.8536585365853658, 0.916256157635468, 0.8774509803921569, 0.8682926829268293]"
225,lattice,False,False,4,5,even,0.05,200,"[0.0, 0.004081632653061225, 0.00816326530612245, 0.012244897959183675, 0.0163265306122449, 0.020408163265306124, 0.02448979591836735, 0.028571428571428574, 0.0326530612244898, 0.036734693877551024, 0.04081632653061225, 0.04489795918367347, 0.0489795918367347, 0.05306122448979592, 0.05714285714285715, 0.06122448979591837, 0.0653061224489796, 0.06938775510204082, 0.07346938775510205, 0.07755102040816328, 0.0816326530612245, 0.08571428571428572, 0.08979591836734695, 0.09387755102040818, 0.0979591836734694, 0.10204081632653061, 0.10612244897959185, 0.11020408163265308, 0.1142857142857143, 0.11836734693877551, 0.12244897959183675, 0.12653061224489798, 0.1306122448979592, 0.1346938775510204, 0.13877551020408163, 0.14285714285714288, 0.1469387755102041, 0.1510204081632653, 0.15510204081632656, 0.15918367346938778, 0.163265306122449, 0.1673469387755102, 0.17142857142857143, 0.17551020408163268, 0.1795918367346939, 0.1836734693877551, 0.18775510204081636, 0.19183673469387758, 0.1959183673469388, 0.2]","[0.0, 0.0044444444444444444, 0.008888888888888889, 0.013333333333333334, 0.017777777777777778, 0.02666666666666667, 0.02666666666666667, 0.02666666666666667, 0.02666666666666667, 0.03111111111111111, 0.04888888888888889, 0.044444444444444446, 0.044444444444444446, 0.05333333333333334, 0.06222222222222222, 0.057777777777777775, 0.07111111111111111, 0.06666666666666667, 0.1111111111111111, 0.10666666666666667, 0.08888888888888889, 0.2, 0.2311111111111111, 0.19555555555555557, 0.1288888888888889, 0.25333333333333335, 0.24444444444444444, 0.22666666666666666, 0.26222222222222225, 0.27555555555555555, 0.26222222222222225, 0.3511111111111111, 0.4577777777777778, 0.38222222222222224, 0.32, 0.3111111111111111, 0.5777777777777777, 0.44, 0.5688888888888889, 0.5155555555555555, 0.5822222222222222, 0.52, 0.5911111111111111, 0.7422222222222222, 0.6933333333333334, 0.6844444444444444, 0.8311111111111111, 0.6977777777777778, 0.8711111111111111, 0.8622222222222222]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.004545454545454545, 0.0, 0.0, 0.0, 0.0, 0.009259259259259259, 0.0, 0.0, 0.0, 0.0047169811320754715, 0.0, 0.004761904761904762, 0.0, 0.038461538461538464, 0.03827751196172249, 0.00966183574879227, 0.13043478260869565, 0.15609756097560976, 0.11274509803921569, 0.0392156862745098, 0.16831683168316833, 0.15841584158415842, 0.13, 0.17, 0.18090452261306533, 0.16161616161616163, 0.26262626262626265, 0.38071065989847713, 0.29441624365482233, 0.2153846153846154, 0.20103092783505155, 0.5077720207253886, 0.35384615384615387, 0.49740932642487046, 0.4263157894736842, 0.5078534031413613, 0.425531914893617, 0.5106382978723404, 0.6898395721925134, 0.6290322580645161, 0.6203208556149733, 0.7945945945945946, 0.6324324324324324, 0.8415300546448088, 0.8287292817679558]"
225,lattice,False,False,4,5,even,0.05,1000,"[0.0, 0.004081632653061225, 0.00816326530612245, 0.012244897959183675, 0.0163265306122449, 0.020408163265306124, 0.02448979591836735, 0.028571428571428574, 0.0326530612244898, 0.036734693877551024, 0.04081632653061225, 0.04489795918367347, 0.0489795918367347, 0.05306122448979592, 0.05714285714285715, 0.06122448979591837, 0.0653061224489796, 0.06938775510204082, 0.07346938775510205, 0.07755102040816328, 0.0816326530612245, 0.08571428571428572, 0.08979591836734695, 0.09387755102040818, 0.0979591836734694, 0.10204081632653061, 0.10612244897959185, 0.11020408163265308, 0.1142857142857143, 0.11836734693877551, 0.12244897959183675, 0.12653061224489798, 0.1306122448979592, 0.1346938775510204, 0.13877551020408163, 0.14285714285714288, 0.1469387755102041, 0.1510204081632653, 0.15510204081632656, 0.15918367346938778, 0.163265306122449, 0.1673469387755102, 0.17142857142857143, 0.17551020408163268, 0.1795918367346939, 0.1836734693877551, 0.18775510204081636, 0.19183673469387758, 0.1959183673469388, 0.2]","[0.0, 0.0044444444444444444, 0.008888888888888889, 0.013333333333333334, 0.017777777777777778, 0.02666666666666667, 0.02666666666666667, 0.02666666666666667, 0.03111111111111111, 0.13777777777777778, 0.12, 0.08444444444444445, 0.1111111111111111, 0.1111111111111111, 0.26222222222222225, 0.16444444444444445, 0.29333333333333333, 0.4533333333333333, 0.36, 0.08888888888888889, 0.6355555555555555, 0.4488888888888889, 0.72, 0.4266666666666667, 0.7333333333333333, 0.8888888888888888, 0.9733333333333334, 0.8355555555555556, 0.9644444444444444, 0.8711111111111111, 0.9333333333333333, 0.84, 0.9822222222222222, 1.0, 0.9911111111111112, 0.9822222222222222, 1.0, 1.0, 0.9466666666666667, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9822222222222222, 0.9822222222222222, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.004545454545454545, 0.0, 0.0, 0.0, 0.10599078341013825, 0.08333333333333333, 0.046296296296296294, 0.06976744186046512, 0.06542056074766354, 0.22065727699530516, 0.10900473933649289, 0.24644549763033174, 0.41148325358851673, 0.31100478468899523, 0.019138755980861243, 0.6057692307692307, 0.39805825242718446, 0.6941747572815534, 0.37073170731707317, 0.7058823529411765, 0.8768472906403941, 0.9701492537313433, 0.815, 0.96, 0.8542713567839196, 0.9242424242424242, 0.8181818181818182, 0.9796954314720813, 1.0, 0.9897435897435898, 0.9794871794871794, 1.0, 1.0, 0.93717277486911, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.978494623655914, 0.9786096256684492, 1.0, 1.0, 1.0]"
225,lattice,False,False,4,5,even,0.05,5000,"[0.0, 0.0020408163265306124, 0.004081632653061225, 0.006122448979591837, 0.00816326530612245, 0.010204081632653062, 0.012244897959183675, 0.014285714285714287, 0.0163265306122449, 0.018367346938775512, 0.020408163265306124, 0.022448979591836737, 0.02448979591836735, 0.02653061224489796, 0.028571428571428574, 0.030612244897959186, 0.0326530612244898, 0.03469387755102041, 0.036734693877551024, 0.03877551020408164, 0.04081632653061225, 0.04285714285714286, 0.04489795918367347, 0.04693877551020409, 0.0489795918367347, 0.05102040816326531, 0.05306122448979592, 0.05510204081632654, 0.05714285714285715, 0.05918367346938776, 0.06122448979591837, 0.06326530612244899, 0.0653061224489796, 0.0673469387755102, 0.06938775510204082, 0.07142857142857144, 0.07346938775510205, 0.07551020408163266, 0.07755102040816328, 0.07959183673469389, 0.0816326530612245, 0.0836734693877551, 0.08571428571428572, 0.08775510204081634, 0.08979591836734695, 0.09183673469387756, 0.09387755102040818, 0.09591836734693879, 0.0979591836734694, 0.1]","[0.0, 0.0, 0.0044444444444444444, 0.0044444444444444444, 0.008888888888888889, 0.0044444444444444444, 0.013333333333333334, 0.013333333333333334, 0.017777777777777778, 0.14666666666666667, 0.17333333333333334, 0.06666666666666667, 0.10666666666666667, 0.6266666666666667, 0.022222222222222223, 0.4, 0.2, 0.5466666666666666, 0.2311111111111111, 0.5688888888888889, 0.9066666666666666, 0.7777777777777778, 0.8044444444444444, 0.9155555555555556, 0.8933333333333333, 0.9377777777777778, 0.9644444444444444, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9066666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13122171945701358, 0.15454545454545454, 0.045454545454545456, 0.0821917808219178, 0.6164383561643836, 0.0, 0.3835616438356164, 0.1780821917808219, 0.5299539170506913, 0.20642201834862386, 0.5509259259259259, 0.9027777777777778, 0.7674418604651163, 0.7962962962962963, 0.9116279069767442, 0.8878504672897196, 0.9348837209302325, 0.9624413145539906, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9004739336492891, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
225,lattice,False,False,4,5,even,0.1,200,"[0.0, 0.004081632653061225, 0.00816326530612245, 0.012244897959183675, 0.0163265306122449, 0.020408163265306124, 0.02448979591836735, 0.028571428571428574, 0.0326530612244898, 0.036734693877551024, 0.04081632653061225, 0.04489795918367347, 0.0489795918367347, 0.05306122448979592, 0.05714285714285715, 0.06122448979591837, 0.0653061224489796, 0.06938775510204082, 0.07346938775510205, 0.07755102040816328, 0.0816326530612245, 0.08571428571428572, 0.08979591836734695, 0.09387755102040818, 0.0979591836734694, 0.10204081632653061, 0.10612244897959185, 0.11020408163265308, 0.1142857142857143, 0.11836734693877551, 0.12244897959183675, 0.12653061224489798, 0.1306122448979592, 0.1346938775510204, 0.13877551020408163, 0.14285714285714288, 0.1469387755102041, 0.1510204081632653, 0.15510204081632656, 0.15918367346938778, 0.163265306122449, 0.1673469387755102, 0.17142857142857143, 0.17551020408163268, 0.1795918367346939, 0.1836734693877551, 0.18775510204081636, 0.19183673469387758, 0.1959183673469388, 0.2]","[0.0, 0.0044444444444444444, 0.008888888888888889, 0.013333333333333334, 0.017777777777777778, 0.022222222222222223, 0.02666666666666667, 0.02666666666666667, 0.03111111111111111, 0.035555555555555556, 0.04, 0.04888888888888889, 0.10666666666666667, 0.05333333333333334, 0.057777777777777775, 0.09333333333333334, 0.12, 0.06666666666666667, 0.10666666666666667, 0.21333333333333335, 0.1288888888888889, 0.21333333333333335, 0.20444444444444446, 0.28888888888888886, 0.29333333333333333, 0.18222222222222223, 0.32, 0.52, 0.35555555555555557, 0.4444444444444444, 0.4222222222222222, 0.4444444444444444, 0.6, 0.8311111111111111, 0.6266666666666667, 0.7288888888888889, 0.7066666666666667, 0.5688888888888889, 0.76, 0.8622222222222222, 0.8577777777777778, 0.8577777777777778, 0.8933333333333333, 0.8444444444444444, 0.92, 0.8844444444444445, 1.0, 0.9466666666666667, 0.9822222222222222, 0.9155555555555556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009259259259259259, 0.06074766355140187, 0.0, 0.004694835680751174, 0.03317535545023697, 0.061611374407582936, 0.0, 0.04285714285714286, 0.15311004784688995, 0.057692307692307696, 0.14492753623188406, 0.13106796116504854, 0.21568627450980393, 0.22058823529411764, 0.1024390243902439, 0.23880597014925373, 0.46, 0.275, 0.37185929648241206, 0.3434343434343434, 0.3686868686868687, 0.5454545454545454, 0.8051282051282052, 0.5714285714285714, 0.6855670103092784, 0.6580310880829016, 0.49740932642487046, 0.7172774869109948, 0.837696335078534, 0.8306878306878307, 0.8297872340425532, 0.8723404255319149, 0.8128342245989305, 0.9032258064516129, 0.8609625668449198, 1.0, 0.9351351351351351, 0.978021978021978, 0.8956043956043956]"
