f,memory,mobility_rate,prediction,error,mean,variance,fail rate,r^2
0.4,5.0,0.3,41.36446398,18.12446398,23.24,115.17,0.0,
0.5,5.0,0.3,26.47325695,11.57325695,14.9,96.74,0.0,
0.6,5.0,0.3,18.38420621,10.14420621,8.24,9.82,0.0,
0.7,5.0,0.3,13.50676375,8.206763748,5.3,5.11,0.0,
0.8,5.0,0.3,10.34111599,5.981115995,4.36,3.5,0.0,
0.9,5.0,0.3,8.170758317,5.170758317,3.0,2.61,0.0,
0.1,5.0,0.4,573.1628259,62.28282591,510.88,14230.07,2.0,
0.2,5.0,0.4,143.2907065,33.61070648,109.68,1189.73,0.0,
0.3,5.0,0.4,63.68475843,25.64475843,38.04,131.3,0.0,
0.4,5.0,0.4,35.82267662,16.06267662,19.76,52.47,0.0,
0.5,5.0,0.4,22.92651304,10.84651304,12.08,24.32,0.0,
0.6,5.0,0.4,15.92118961,7.541189608,8.38,10.44,0.0,
0.7,5.0,0.4,11.69720053,6.757200529,4.94,5.98,0.0,
0.8,5.0,0.4,8.955669155,5.055669155,3.9,3.32,0.0,
0.9,5.0,0.4,7.07608427,4.33608427,2.74,1.38,0.0,
0.1,5.0,0.5,512.6524164,-14.22758364,526.88,14434.88,0.0,
0.2,5.0,0.5,128.1631041,28.50310409,99.66,828.15,0.0,
0.3,5.0,0.5,56.9613796,23.6013796,33.36,105.95,0.0,
0.4,5.0,0.5,32.04077602,12.32077602,19.72,55.84,0.0,
0.5,5.0,0.5,20.50609665,9.766096654,10.74,15.67,0.0,
0.6,5.0,0.5,14.2403449,6.960344899,7.28,8.45,0.0,
0.7,5.0,0.5,10.46229421,5.302294211,5.16,5.81,0.0,
0.8,5.0,0.5,8.010194006,4.810194006,3.2,1.43,0.0,
0.9,5.0,0.5,6.329042177,3.589042177,2.74,1.54,0.0,
0.1,5.0,0.6,467.9854877,-101.3245123,569.31,23627.92,4.0,
0.2,5.0,0.6,116.9963719,22.05637192,94.94,833.04,0.0,
0.3,5.0,0.6,51.99838752,17.85838752,34.14,123.96,0.0,
0.4,5.0,0.6,29.24909298,12.74909298,16.5,21.56,0.0,
0.5,5.0,0.6,18.71941951,8.879419507,9.84,7.08,0.0,
0.6,5.0,0.6,12.99959688,5.93959688,7.06,6.55,0.0,
0.7,5.0,0.6,9.550724238,5.230724238,4.32,2.55,0.0,
0.8,5.0,0.6,7.312273245,3.952273245,3.36,2.44,0.0,
0.9,5.0,0.6,5.777598613,2.897598613,2.88,1.5,0.0,
0.1,5.0,0.7,433.2703709,-157.0596291,590.33,35660.68,10.0,
0.2,5.0,0.7,108.3175927,8.517592721,99.8,607.96,0.0,
0.3,5.0,0.7,48.14115232,14.12115232,34.02,70.84,0.0,
0.4,5.0,0.7,27.07939818,11.55939818,15.52,18.01,0.0,
0.5,5.0,0.7,17.33081484,7.970814835,9.36,8.07,0.0,
0.6,5.0,0.7,12.03528808,5.27528808,6.76,4.88,0.0,
0.7,5.0,0.7,8.842252467,4.582252467,4.26,1.71,0.0,
0.8,5.0,0.7,6.769849545,3.369849545,3.4,2.2,0.0,
0.9,5.0,0.7,5.349016924,2.749016924,2.6,0.82,0.0,
0.1,5.0,0.8,405.2873209,-203.4426791,608.73,29147.18,20.0,
0.2,5.0,0.8,101.3218302,4.58183023,96.74,433.83,0.0,
0.3,5.0,0.8,45.03192455,11.25192455,33.78,110.38,0.0,
0.4,5.0,0.8,25.33045756,9.730457558,15.6,19.88,0.0,
0.5,5.0,0.8,16.21149284,7.331492837,8.88,5.7,0.0,
0.6,5.0,0.8,11.25798114,4.877981137,6.38,4.77,0.0,
0.7,5.0,0.8,8.271169815,4.451169815,3.82,1.82,0.0,
0.8,5.0,0.8,6.332614389,2.872614389,3.46,1.89,0.0,
0.9,5.0,0.8,5.003547172,2.363547172,2.64,1.01,0.0,
0.1,5.0,0.9,382.1085506,-277.8414494,659.95,31211.15,18.0,
0.2,5.0,0.9,95.52713765,-4.992862349,100.52,718.3,0.0,
0.3,5.0,0.9,42.45650562,7.216505623,35.24,78.88,0.0,
0.4,5.0,0.9,23.88178441,8.381784413,15.5,27.64,0.0,
0.5,5.0,0.9,15.28434202,5.984342024,9.3,6.05,0.0,
0.6,5.0,0.9,10.61412641,4.594126406,6.02,3.41,0.0,
0.7,5.0,0.9,7.798133686,3.538133686,4.26,2.89,0.0,
0.8,5.0,0.9,5.970446103,2.690446103,3.28,1.19,0.0,
0.9,5.0,0.9,4.717389514,2.157389514,2.56,0.54,0.0,
