f,memory,mobility_rate,prediction,error,mean,variance,fail rate,r^2
0.6,9.0,0.0,,,2.4047619047619047,1.076074332171893,16.0,
0.7,9.0,0.0,,,1.9387755102040816,0.35034013605442177,2.0,
0.8,9.0,0.0,,,1.2244897959183674,0.2193877551020408,2.0,
0.9,9.0,0.0,,,1.06,0.05755102040816327,0.0,
0.1,9.0,0.05,,,,,100.0,
0.2,9.0,0.05,,,616.7209302325581,24877.158361018825,14.0,
0.3,9.0,0.05,,,215.8,19696.326530612245,0.0,
0.4,9.0,0.05,,,75.0,1248.938775510204,0.0,
0.5,9.0,0.05,,,25.86,232.81673469387755,0.0,
0.6,9.0,0.05,,,2.88,6.515918367346939,0.0,
0.7,9.0,0.05,,,2.58,21.39142857142857,0.0,
0.8,9.0,0.05,,,1.52,0.4995918367346939,0.0,
0.9,9.0,0.05,,,1.04,0.03918367346938775,0.0,
0.1,9.0,0.1,1234.869426,293.5394263,941.33,1280.67,88.0,
0.2,9.0,0.1,308.7173566,-58.98264343,367.7,11416.21,0.0,
0.3,9.0,0.1,137.207714,34.04771403,103.16,1644.79,0.0,
0.4,9.0,0.1,77.17933914,39.47933914,37.7,401.72,0.0,
0.5,9.0,0.1,49.39477705,31.07477705,18.32,197.69,0.0,
0.6,9.0,0.1,34.30192851,30.96192851,3.34,15.66,0.0,
0.7,9.0,0.1,25.20141686,23.34141686,1.86,0.45,0.0,
0.8,9.0,0.1,19.29483479,17.99483479,1.3,0.34,0.0,
0.9,9.0,0.1,15.24530156,14.14530156,1.1,0.09,0.0,
0.1,9.0,0.2,873.1845452,93.04454521,780.14,17656.07,28.0,
0.2,9.0,0.2,218.2961363,-10.3438637,228.64,8143.01,0.0,
0.3,9.0,0.2,97.02050502,27.04050502,69.98,730.75,0.0,
0.4,9.0,0.2,54.57403408,30.25403408,24.32,183.36,0.0,
0.5,9.0,0.2,34.92738181,24.06738181,10.86,26.9,0.0,
0.6,9.0,0.2,24.25512626,21.71512626,2.54,0.87,0.0,
0.7,9.0,0.2,17.82009276,15.90009276,1.92,0.97,0.0,
0.8,9.0,0.2,13.64350852,12.32350852,1.32,0.22,0.0,
0.9,9.0,0.2,10.78005611,9.700056114,1.08,0.08,0.0,
0.1,9.0,0.3,712.9521957,-7.847804314,720.8,15550.26,18.0,
0.2,9.0,0.3,178.2380489,9.178048921,169.06,2571.53,0.0,
0.3,9.0,0.3,79.21691063,18.31691063,60.9,499.85,0.0,
0.4,9.0,0.3,44.55951223,25.87951223,18.68,50.22,0.0,
0.5,9.0,0.3,28.51808783,21.05808783,7.46,11.72,0.0,
0.6,9.0,0.3,19.80422766,17.60422766,2.2,1.02,0.0,
0.7,9.0,0.3,14.55004481,12.31004481,2.24,3.78,0.0,
0.8,9.0,0.3,11.13987806,9.619878058,1.52,0.46,0.0,
0.9,9.0,0.3,8.801878959,7.781878959,1.02,0.02,0.0,
0.1,9.0,0.4,617.4347131,-120.5252869,737.96,12830.53,8.0,
0.2,9.0,0.4,154.3586783,-6.901321713,161.26,1841.71,0.0,
0.3,9.0,0.4,68.60385702,19.38385702,49.22,138.83,0.0,
0.4,9.0,0.4,38.58966957,21.20966957,17.38,71.71,0.0,
0.5,9.0,0.4,24.69738853,17.09738853,7.6,24.82,0.0,
0.6,9.0,0.4,17.15096425,14.75096425,2.4,0.94,0.0,
0.7,9.0,0.4,12.60070843,10.68070843,1.92,0.36,0.0,
0.8,9.0,0.4,9.647417393,8.107417393,1.54,0.29,0.0,
0.9,9.0,0.4,7.62265078,6.54265078,1.08,0.08,0.0,
0.1,9.0,0.5,552.2503961,-234.5896039,786.84,14034.46,24.0,
0.2,9.0,0.5,138.062599,-19.17740097,157.24,1367.66,0.0,
0.3,9.0,0.5,61.36115512,16.26115512,45.1,143.77,0.0,
0.4,9.0,0.5,34.51564976,18.23564976,16.28,37.96,0.0,
0.5,9.0,0.5,22.09001584,17.09001584,5.0,3.92,0.0,
